lead-essays.json.02-reading-the-market.paragraphs[0]	Two facts about the market in 2026 are seldom stated alongside one another.
lead-essays.json.02-reading-the-market.paragraphs[3]	The Knight Frank Wealth Sizing Model, 20th edition for 2026, places the global UHNWI population (net wealth above USD 30 million) at 713,626, up from 551,435 in 2021.
lead-essays.json.02-reading-the-market.paragraphs[4]	41 percent of new UHNWIs were created in the United States, and the country’s share of the global UHNW population is forecast to reach 41 percent by 2031, up from 33 percent in 2021; the concentration is still intensifying.
lead-essays.json.02-reading-the-market.paragraphs[4]	BOAT International identifies the rise of Indian wealth as one of the industry’s next big demand engines and reports that wealthy Indian entrepreneurs are translating it into yacht ownership primarily in the Mediterranean, with some choosing Dubai or Abu Dhabi as a secondary base (Knight Frank Wealth Report 2026).
lead-essays.json.02-reading-the-market.paragraphs[5]	The Capgemini World Wealth Report 2025 adds the second frame: USD 83.5 trillion of wealth will be inherited by Gen X, millennials, and Gen Z by 2048.
lead-essays.json.02-reading-the-market.paragraphs[7]	The 2026 BOAT International Global Order Book records 1,093 yachts of 24m and above on order or in build, down from 1,138 in the 2025 edition and the second consecutive annual decline by unit count.
lead-essays.json.02-reading-the-market.paragraphs[7]	Average length has risen to 40.8m and 551 GT, the highest ever recorded; unit count peaked in the 2023 to 2024 window and has eased.
lead-essays.json.02-reading-the-market.paragraphs[9]	Italy now dominates production: 568 units, 52 percent of the order book.
lead-essays.json.02-reading-the-market.paragraphs[10]	Lürssen books extend through mid-2027 at minimum, with additional large-build capacity secured by the 2024 to 2025 acquisition of the insolvent Nobiskrug.
lead-essays.json.02-reading-the-market.paragraphs[10]	Feadship slot availability is openly discussed in trade press as extending to 2028 to 2029, Project Solent confirmed for summer 2027.
lead-essays.json.02-reading-the-market.paragraphs[10]	Oceanco delivered the 111m DreAMBoat in 18 months in November 2025, the counter-example of speed at the top.
lead-essays.json.02-reading-the-market.paragraphs[10]	Heesen has run a speculative-build model since 2023 with full backlog through 2025 and beyond.
lead-essays.json.02-reading-the-market.paragraphs[10]	The constraint extends to the mid-tier: Damen Yachting’s Yacht Support range is booked through Q4 2028 / Q1 2029 on certain models, and Sanlorenzo’s order book extends to the same window on the SX, SD, and Steel ranges.
lead-essays.json.02-reading-the-market.paragraphs[10]	On the sailing yacht side, Southern Wind reports its order book extending through 2028 as of May 2026 (Superyacht Investor); Sanlorenzo’s UK and Ireland office reports late-Q1 2026 buyer-meeting volume approximately 10 percent above the same window in 2025.
lead-essays.json.02-reading-the-market.paragraphs[11]	What this means for a first-time buyer entering in 2026: the major decision is not which yard to commission, but whether to take a brokerage hull now, take a slot at a mid-tier yard with capacity, or wait three to four years for a delivery slot at a top-tier German or Dutch builder.
lead-essays.json.02-reading-the-market.paragraphs[12].text	The order book tracker on this site holds the 2026 Global Order Book figures by yard, country, and hull type, with the sources named on every line.
lead-essays.json.02-reading-the-market.paragraphs[14].text	Brokerage in 2025
lead-essays.json.02-reading-the-market.paragraphs[15]	The brokerage market in 2025 was the strongest year on record by value.
lead-essays.json.02-reading-the-market.paragraphs[15]	Edmiston’s 2025 review records house transactions above EUR 2.6 billion, with more 40m+ yachts sold than any other brokerage.
lead-essays.json.02-reading-the-market.paragraphs[17]	Pricing discipline is the defining feature of 2025.
lead-essays.json.02-reading-the-market.paragraphs[17]	Price reductions per listing fell from 1.36 in Q1 2024 to 0.76 in Q1 2025, with the average reduction rate improving from minus 12.6 to minus 8.97 percent.
lead-essays.json.02-reading-the-market.paragraphs[17]	Buyers entering in 2026 should expect serious inventory to move quickly.
lead-essays.json.02-reading-the-market.paragraphs[18]	Anders Kurtén, CEO of Fraser, gave a transparent benchmark in early 2026: a normalised year would typically produce around 50 brokerage transactions above 30 metres for the house, with January 2026 alone running at twelve yachts in twelve days (Superyacht Investor, March 2026).
lead-essays.json.02-reading-the-market.paragraphs[19]	Asking prices have softened around 7 percent from 2023 peaks.
lead-essays.json.02-reading-the-market.paragraphs[19]	The 70 metre and above segment hit record values in 2025 — Knight Frank’s Wealth Report 2026 records sales in the bracket up 60 percent year on year, with the 119m Feadship Breakthrough sale the largest single transaction.
lead-essays.json.02-reading-the-market.paragraphs[19]	The average asking price of a sold yacht across the over-24 metre fleet was US$16.6 million in 2025 (Knight Frank, citing BOAT International), and 2025 saw the highest number of new yachts entering the brokerage market in seven years; through mid-February 2026, 58 sales had generated US$647 million, up 34.6 percent year on year.
lead-essays.json.02-reading-the-market.paragraphs[22]	BOAT International puts US share of yacht transactions at 45 to 50 percent in 2025, the highest on record, partly driven by the One Big Beautiful Bill Act 100 percent depreciation provision.
lead-essays.json.02-reading-the-market.paragraphs[22]	Denison reports US-built yacht sales at 130, up from 103 in 2024.
lead-essays.json.02-reading-the-market.paragraphs[23]	BoatPro’s tariff brief, drawn from The Washington Post and Forbes, documents the 5 April 2025 executive order under the International Emergency Economic Powers Act which raised effective US tariff rates on imported yachts: China 20 to 40 percent, Turkey 10 to 25, Taiwan 10 to 20, Italy 2.2 to 15, Germany 1.4 to 15, France 1.2 to 15, Netherlands 0.7 to 15, UK 0.97 to 10.
lead-essays.json.02-reading-the-market.paragraphs[23]	In May 2025 the US Court of International Trade ruled the President did not have authority to impose these tariffs under IEEPA, a ruling upheld on appeal and, after argument in November 2025, by the Supreme Court; by spring 2026 the trade court had ordered nationwide refunds.
lead-essays.json.02-reading-the-market.paragraphs[23]	For a US-based first-time new-build buyer, the headline price from a Northern European yard now carries roughly fifteen percentage points of tariff exposure that was not in the contract eighteen months earlier; some buyers are responding by acquiring duty-paid hulls from US dealer inventory rather than ordering direct.
lead-essays.json.02-reading-the-market.paragraphs[24]	The IMF’s October 2025 World Economic Outlook projects global core inflation easing through 2026, with advanced-economy inflation continuing to run below the emerging-market track, and global GDP growth around 3.2 percent.
lead-essays.json.02-reading-the-market.paragraphs[25]	European share of brokerage value fell to 52 percent in 2024 from 60 percent.
lead-essays.json.02-reading-the-market.paragraphs[25]	Western Mediterranean transactions doubled year on year in Q1 2025, from 11 to 27.
lead-essays.json.02-reading-the-market.paragraphs[26]	The Asia-Pacific operating fleet over 30m grew from 372 in 2022 to 530 in 2024, roughly 20 percent annually.
lead-essays.json.02-reading-the-market.paragraphs[27]	SuperYacht Times iQ data shows Russian ownership share moving from 9.1 percent in 2022 to 8.1 percent in 2023, a decline rather than a collapse; ownership through proxies and structures has largely survived the sanctions environment.
lead-essays.json.02-reading-the-market.paragraphs[28].text	Reading 2026 correctly
lead-essays.json.02-reading-the-market.paragraphs[29]	Three implications for a first-time buyer reading the market this year.
lead-essays.json.02-reading-the-market.paragraphs[30]	The demographic shift is now visible on the show floor: Southern Wind reports the new owner of the SW108 Kalantis is in his 30s, with average ownership age across three Southern Wind hulls at Palma May 2026 in the late 40s (Superyacht Investor).
lead-essays.json.02-reading-the-market.paragraphs[30]	VistaJet’s Q1 2026 data corroborates from the aviation side: 47 percent of first-time flyers in the quarter were under 45, a record high.
lead-essays.json.02-reading-the-market.paragraphs[31]	A first-time buyer in 2026 cannot have a 50m Lürssen by 2027.
lead-essays.json.02-reading-the-market.paragraphs[31]	The decision is between a 2030 Lürssen, a 2027 Heesen, or a brokerage hull available now.
lead-essays.json.02-reading-the-market.paragraphs[33]	Rupert des Forges of Knight Frank’s Prime Central London Developments calls London “a dip-in, dip-out city,” with clients arriving Tuesday morning and heading back to Milan, Madrid or Malta by the weekend (Wealth Report 2026).
lead-essays.json.02-reading-the-market.paragraphs[34].text	A modern superyacht now functions as a six-star hotel equipped with the infrastructure to run a global enterprise.
lead-essays.json.02-reading-the-market.paragraphs[34].attribution	Andrew Hay, former Global Head of Residential, Knight Frank (Wealth Report 2026)
lead-essays.json.02-reading-the-market.paragraphs[35]	Robb Maass of Alley, Maass, Rogers & Lindsay, on the published record in March 2026:
lead-essays.json.02-reading-the-market.paragraphs[36].attribution	Robb Maass, Alley, Maass, Rogers & Lindsay, March 2026 (Superyacht Investor)
lead-essays.json.02-reading-the-market.paragraphs[38].attribution	John Leonida, Wordley Partnership, March 2026 (Superyacht Investor)
lead-essays.json.02-reading-the-market.paragraphs[39]	The buyer who reads the moment correctly is the one who understands that the data is now legible enough to disagree with their broker, the certainty is not coming, and the decision is psychological as well as financial.
lead-essays.json.03-how-the-industry-works.paragraphs[4]	The seller does not always know which is being applied.
lead-essays.json.03-how-the-industry-works.paragraphs[8]	In January 2025, Judge K.
lead-essays.json.03-how-the-industry-works.paragraphs[13]	On 28 May 2026, Lai Sun signed to sell an initial 80 percent of C&N International to Wave Expandary Limited at an enterprise value of EUR 50 million.
lead-essays.json.03-how-the-industry-works.paragraphs[13]	Wave Expandary is guaranteed by Sea Expandary Limited, the vertically integrated yacht-industry platform announced in February 2026 by JD.com founder Richard Liu Qiangdong.
lead-essays.json.03-how-the-industry-works.paragraphs[13]	Put and call options govern the remaining 20 percent from 31 December 2027, each estimated at EUR 9.135 million.
lead-essays.json.03-how-the-industry-works.paragraphs[13]	Completion is subject to regulatory and shareholder approvals, with a long stop of 30 September 2026.
lead-essays.json.03-how-the-industry-works.paragraphs[14]	The disclosure question the Fincantieri arrangement raised returns in the same form, against a larger and more recent counterparty: is the buyer told when C&N markets a Sea Expandary hull?
lead-essays.json.03-how-the-industry-works.paragraphs[15]	In November 2025 the US private equity firm Ancient (Alexander Klabin) acquired a strategic stake in Burgess, the firm’s first outside investor in 50 years.
lead-essays.json.03-how-the-industry-works.paragraphs[15]	Denison Yachting was sold by the Denison family to OneWater Marine (NASDAQ: ONEW) in April 2022 and merged into the OneWater Yacht Group in September 2025.
lead-essays.json.03-how-the-industry-works.paragraphs[16]	Independent founder-led houses are now the minority by deal volume.
lead-essays.json.03-how-the-industry-works.paragraphs[21]	The same observation appears in Hein Velema’s published comment on new build broker arrangements, May 2026:
lead-essays.json.03-how-the-industry-works.paragraphs[22].text	Owners generally know that a broker works on commission.
lead-essays.json.03-how-the-industry-works.paragraphs[22].text	They do not always know how much, or on what.
lead-essays.json.03-how-the-industry-works.paragraphs[22].attribution	Hein Velema, Secretary General, Superyacht Alliance for Professional Standards, May 2026
lead-essays.json.03-how-the-industry-works.paragraphs[23]	They walk inventory the buyer has not had the time to walk, read paint and machinery and pricing patterns from the inside, and know which sellers are negotiating and which are window-shopping.
lead-essays.json.03-how-the-industry-works.paragraphs[24].attribution	Hein Velema, May 2026
lead-essays.json.03-how-the-industry-works.paragraphs[26]	Chris Cecil-Wright, founder of Cecil Wright, on the panel at the Superyacht Investor London forum in April 2026, located the broker’s value precisely:
lead-essays.json.03-how-the-industry-works.paragraphs[27].text	AI doesn’t know the nuance of the deal.
lead-essays.json.03-how-the-industry-works.paragraphs[27].attribution	Chris Cecil-Wright, founder, Cecil Wright (Superyacht Investor London, April 2026)
lead-essays.json.03-how-the-industry-works.paragraphs[31].attribution	Pavlos Filippakis, Master Mariner (Class 1 Unlimited, Ice Class), May 2026
lead-essays.json.03-how-the-industry-works.paragraphs[32]	Writing in Superyacht News in June 2026, Roch documents the post-1990s shift in which large-yacht management companies migrated from administrative support into operational and financial control, drawing decision-making authority away from the captain on board and into shore-based offices.
lead-essays.json.03-how-the-industry-works.paragraphs[33].attribution	Andrew Roch, Founder and CEO, Yacht Crew Recruitment and Training (Superyacht News, June 2026)
lead-essays.json.04-acquisition-process.paragraphs[2]	The visit phase is where brokers add genuine value: they have walked the inventory and know what is rough and what is tight.
lead-essays.json.04-acquisition-process.paragraphs[5]	Will Christie at the Palm Beach show in March 2026:
lead-essays.json.04-acquisition-process.paragraphs[6].attribution	Will Christie, Palm Beach International Boat Show, March 2026 (Superyacht Investor)
lead-essays.json.04-acquisition-process.paragraphs[9]	The pre-purchase survey is the single most consequential piece of due diligence in the acquisition, and the one most commonly compromised by a buyer in a rush, in love with the yacht, or relying on the seller’s most recent class survey.
lead-essays.json.04-acquisition-process.paragraphs[16].attribution	Pavlos Filippakis, Master Mariner (Class 1 Unlimited, Ice Class), May 2026
lead-essays.json.04-acquisition-process.paragraphs[26]	The recently formed Yacht Safety and Environmental Consortium (YSEC), under the International Association of Classification Societies (IACS), is the likely vehicle for cross-flag standardisation of base rules without erasing competitive variation (Phil Noad, in The Superyacht Report, Q2 2026).
lead-essays.json.04-acquisition-process.paragraphs[27]	The UK Supreme Court ruled against Phi’s appeal in summer 2025; the case now sits at the European Court of Human Rights, with a separately-granted British court permission to pursue damages against the UK Treasury for an undisclosed but significant quantum.
lead-essays.json.04-acquisition-process.paragraphs[27]	Guy Booth, in The Superyacht Report, Q2 2026).
lead-essays.json.04-acquisition-process.paragraphs[29].text	The VAT position moved in 2026.
lead-essays.json.04-acquisition-process.paragraphs[29].text	The EC Guidance Note for Pleasure Craft of 30 April and Italian ADM Circular 11/2026 both changed what a non-EU yacht has to do, and the token third-country call is no longer necessary.
lead-essays.json.04-acquisition-process.paragraphs[29].href	/tools/yacht-vat-2026
lead-essays.json.04-acquisition-process.paragraphs[29].linkText	Yacht VAT in 2026
lead-essays.json.04-acquisition-process.paragraphs[35]	The broker introduces a surveyor whose work they know; the report is calibrated for the deal closing.
lead-essays.json.04-acquisition-process.paragraphs[37]	The buyer accepts a quote that excludes paint, electronics, or full mechanical inspection because the seller’s recent class survey “covered it.” Class surveys are not buyer-side surveys.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[6]	Project Somnio, the 222 metre residential vessel associated with Carl Le Souef and Captain Erik Bredhe, generated a UK High Court ruling in January 2025 (Winch Design Limited v Le Souef [2025] EWHC 120 (Comm)) that Le Souef was personally liable for GBP 733,750 in unpaid invoices, the court finding that the special purpose vehicle (SPV) he had argued was the contracting party would not have been read as such by any objective bystander.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[7]	Writing in Superyacht Investor in October 2025: a semi-custom new build where the owner deputised a family-office CFO with no maritime expertise as owner’s representative.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[8].attribution	Jack Inglis, May 2026
lead-essays.json.05-new-build-versus-brokerage.paragraphs[10].attribution	Jack Inglis, May 2026
lead-essays.json.05-new-build-versus-brokerage.paragraphs[12]	Nobiskrug, the German builder of Sailing Yacht A, is the cleanest recent example.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[12]	Then under Tennor Group (Lars Windhorst), the yard filed for insolvency in December 2024 alongside FSG.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[12]	Lürssen acquired the assets in early 2025; the yard was integrated into the neighbouring Lürssen-Kröger facility, over 95 percent of the combined workforce transferred under a transfer-company mechanism, and suspended in-build projects (including a 62 metre yacht) moved to Lürssen for completion.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[13]	Italian Sea Group’s April 2026 restructuring (Admiral, Tecnomar, Perini Navi, Picchiotti, NCA refit) extended the logic into procedural protection.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[13]	On 20 April 2026 the Court of Florence confirmed protective measures retroactive to the 16 March filing for a maximum four months.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[15]	Yard financial due diligence at heads of terms: recent published accounts, parent structure, order-book composition, and litigation history form part of standard pre-contract assessment.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[22].attribution	Jack Inglis, founder, ULTIMAR, May 2026
lead-essays.json.05-new-build-versus-brokerage.paragraphs[48]	SYBAss launched the Yacht Owner Representative Programme (YORP) in June 2023 with founding member Benetti: four courses totalling 200 hours, of which Unit 40 is the only mandatory course for the most experienced practitioners.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[48]	The Yacht Owner’s Representative Register (YORR) followed at The Superyacht Forum in Amsterdam in November 2024, administered by the Malta-based Superyacht Alliance for Professional Standards, with a CV audit “to eliminate inflated CVs” and a code of conduct.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[49]	Then the legal layer, aimed not at producing lawyers but at producing representatives who know what their lawyer needs from them, and when.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[51].attribution	Hein Velema, May 2026
lead-essays.json.05-new-build-versus-brokerage.paragraphs[54]	Lürssen welcomed the Superyacht Leadership Academy to its Hamburg shipyard in April 2026 to deliver Unit 40, framing the visit on its own corporate channel as evidence that owner’s representatives “play an equally critical role” alongside the shipyard.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[55]	Jack Inglis at ULTIMAR has used Superyacht Investor in 2025 and 2026 to argue for the structural separation of brokerage and representation roles, with the institutional movement and the practitioner side pointed at the same problem from different angles.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[56].attribution	Jack Inglis, founder, ULTIMAR, May 2026
lead-essays.json.05-new-build-versus-brokerage.paragraphs[58].attribution	Hein Velema, Secretary General, Superyacht Alliance for Professional Standards, May 2026
lead-essays.json.05-new-build-versus-brokerage.paragraphs[63]	Burgess Technical Services markets itself as offering “independent, objective oversight” while Burgess is one of the largest brokerages globally.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[63]	Cecil Wright topped the Spear’s 2025 Yacht Advisers ranking and acted as owner’s representative on the 83m Feadship Project Solent; Cecil Wright is a broker.
lead-essays.json.05-new-build-versus-brokerage.paragraphs[67]	Family-office-focused entrants are post-2023: Ikonic Yachts, Superyacht Partners, Praxis Group, Oak Group, Morpho Luxury Asset Management.
lead-essays.json.06-refit.paragraphs[1]	The global refit market was USD 2.9 billion in 2025 supporting roughly 6,000 active vessels (Future Market Insights), and while capacity has expanded modestly the fleet has grown substantially.
lead-essays.json.06-refit.paragraphs[1]	The result is tightening lead times and, in 2026, a sellers’ market for the first time in a decade.
lead-essays.json.06-refit.paragraphs[6]	Olesinski’s Real-Time Refit Process (ORTR), winner of the 2026 YARE innovation award, formalises the case.
lead-essays.json.06-refit.paragraphs[6]	For an owner weighing a EUR 70 to 100 million new build with a 2029 or 2030 delivery slot, the transformational refit on a known hull is a third path that broker conversations rarely surface.
lead-essays.json.06-refit.paragraphs[6]	The conversation typically begins with the captain, who knows both the asset and the owner well enough to know when to raise it (Justin Olesinski, in The Superyacht Report, Q2 2026).
lead-essays.json.06-refit.paragraphs[24].text	Refit yard capacity in 2026
lead-essays.json.06-refit.paragraphs[27]	Squircle Capital, majority shareholder since 2019, reached 100 percent ownership in March 2026.
lead-essays.json.06-refit.paragraphs[33]	76,000 sqm, 210m drydock, 2,000 tonne syncrolift; Livorno expanded with 2,400 tonne syncrolift 2024-25.
lead-essays.json.06-refit.paragraphs[38]	Around 18 projects in 2024, above the typical annual run rate of 10; particularly strong on sailing yacht refits.
lead-essays.json.06-refit.paragraphs[48]	The US accounts for 45 to 50 percent of brokerage transactions in 2025 (BOAT International), and refit infrastructure has expanded substantially over the past decade.
lead-essays.json.06-refit.paragraphs[52]	Full-service, substantially expanded over five years; recent projects include the largest refit haul-outs on the East Coast.
lead-essays.json.06-refit.paragraphs[54]	Historic full-service yard recently rebuilt and expanded.
lead-essays.json.06-refit.paragraphs[60].text	Capacity tightness, in 2026
lead-essays.json.06-refit.paragraphs[61]	The Superyacht Group’s 2025 expert roundtable (Manuel Di Tillio at Amico & Co, Gianni Paladino at Lusben, Txema Rubio at MB92) is the cleanest paywalled source on Mediterranean capacity tightness.
lead-essays.json.06-refit.paragraphs[62]	For a first-time owner planning refit in 2027 or 2028, slot booking begins 12 to 18 months ahead.
lead-essays.json.06-refit.paragraphs[69]	The August 2024 sinking of Bayesian off Sicily, with the loss of seven lives and roughly USD 150 million in insured loss, prompted speculation in trade press of broad insurance market hardening.
lead-essays.json.06-refit.paragraphs[70]	The earlier hardening (AIG cited 50 to 70 percent premium increases across 2022 to 2023 in the London market) had already stabilised by H1 2024.
lead-essays.json.06-refit.paragraphs[70]	By Q4 2025, hull rates were softening 4 to 7.5 percent for fleets with good loss records.
lead-essays.json.07-operations.paragraphs[3]	YPI Crew’s 2026 salary guide places captain pay on a 50 to 60 metre yacht at EUR 10,000 to 16,000 per month.
lead-essays.json.07-operations.paragraphs[3]	Quay Crew records average pay from EUR 6,000 on a 20 to 24m yacht to over EUR 25,000 on a 100 to 119m vessel; the 70 to 79m bracket saw a 7 percent increase on the previous survey year, and 63 percent of captains are now on time-for-time rotation.
lead-essays.json.07-operations.paragraphs[4]	Erica Lay of EL Crew Co reports that captains in the 50 to 70 metre range with proven leadership, commercial awareness, and crew-management capability now command package premiums of EUR 1,500 to 4,000 per month above traditional benchmarks, through rotation and improved leave structures alongside salary.
lead-essays.json.07-operations.paragraphs[6].attribution	Pavlos Filippakis, Master Mariner (Class 1 Unlimited, Ice Class), May 2026
lead-essays.json.07-operations.paragraphs[12]	Post-pandemic inflation produced double-digit annual increases at junior levels through 2021 to 2023; junior crew pay has since plateaued, while senior crew pay continues to rise.
lead-essays.json.07-operations.paragraphs[15].text	Captain and crew salary benchmarks for 2026, by position and yacht size, with the recruitment-side sources named.
lead-essays.json.07-operations.paragraphs[15].href	/tools/captain-and-crew-salary-2026
lead-essays.json.07-operations.paragraphs[17].attribution	Jack Inglis, founder, ULTIMAR, May 2026
lead-essays.json.07-operations.paragraphs[26]	Hull and machinery rates stabilised by H1 2024; by Q4 2025, Gallagher Specialty reports softening 4 to 7.5 percent for fleets with good loss records.
lead-essays.json.07-operations.paragraphs[27]	Ollie Davis of PIB Marine places the peak of the recent cycle in 2024, with the proximate drivers the pandemic and the war in Ukraine compounding: spare-parts shortages, repair-cost inflation, yard capacity squeezed by sanctioned Russian hulls stuck in refit, and COVID-era cruising patterns that left more yachts overwintering in the Caribbean and Florida than usual.
lead-essays.json.07-operations.paragraphs[27]	Insurers built a premium stockpile against the risk that a repeat of the 2018 hurricane damage would now land on a larger exposed fleet.
lead-essays.json.07-operations.paragraphs[27]	2026 reads as stable: H&M flat or marginal inflation-linked rises; P&I clubs continuing the routine 5 percent on the back of claims pushing over USD 1 million more often.
lead-essays.json.07-operations.paragraphs[28]	The Bayesian sinking in August 2024 (USD 150 million insured loss) prompted speculation of a fresh hardening cycle.
lead-essays.json.07-operations.paragraphs[29].text	These are now being used to assess how crew procedures, training, and onboard management contribute to the safe day-to-day operation of the yacht.
lead-essays.json.07-operations.paragraphs[29].attribution	Ollie Davis, PIB Marine, May 2026
lead-essays.json.07-operations.paragraphs[44]	One P&I club now offers a USD 1 billion limit as standard, and some clubs offer 25 to 35 metre vessels reduced limits at premiums that reflect realistic exposure, which Davis reports as welcomed by owners in that size range.
lead-essays.json.07-operations.paragraphs[45]	Pre-October 2023 Red Sea was 0.05 percent of hull value per voyage; by early 2024, 1 percent; at peaks 2 percent.
lead-essays.json.07-operations.paragraphs[45]	Black Sea (Russian ports) currently 0.65 to 0.80 percent; Ukrainian deep-water ports 0.45 to 0.55.
lead-essays.json.07-operations.paragraphs[46].attribution	Ollie Davis, PIB Marine, May 2026
lead-essays.json.07-operations.paragraphs[51]	A 2025 case in which a crewmember who was sexually assaulted in English Harbour, Antigua — on a Marshall Islands LLC-owned, St Vincent-flagged yacht — had the vessel arrested at the Fort Lauderdale berth on a US maritime lien, after the local authorities did not act, surfaces three structural points.
lead-essays.json.07-operations.paragraphs[51]	Supplemental sexual-misconduct cover is available; prudent owners are buying it, and the structure to enable that is set with the broker before an incident, not after (Adria Notari and Ryan Melogy, plaintiff’s US maritime counsel, in The Superyacht Report, Q2 2026).
lead-essays.json.07-operations.paragraphs[62]	Visible reflag movement at brokerage during 2026, on yachts in the 30 to 50 metre band with light charter intent (Capt.
lead-essays.json.07-operations.paragraphs[62]	Ukic of M/Y Ellen, MYBA Charter Show 2026, in The Superyacht Report).
lead-essays.json.07-operations.paragraphs[66]	The One Big Beautiful Bill Act, signed in 2025 and effective for assets acquired on or after 20 January 2025, permanently restores 100 percent first-year bonus depreciation for qualifying business yachts under Internal Revenue Code section 168(k).
lead-essays.json.07-operations.paragraphs[66]	The two-part Marine Money / BOAT International Monaco forum coverage in September 2025 contains the published numerics from US private bankers and yard counsel.
lead-essays.json.07-operations.paragraphs[70]	None are operationally ready for first-time owners in 2026; each is worth tracking on a five-to-ten year planning horizon.
lead-essays.json.07-operations.paragraphs[70]	The Knight Frank Wealth Report 2026 (“Wealth without borders”) and BOAT International are the references on all three.
lead-essays.json.07-operations.paragraphs[71]	Strict local laws preventing foreign-flagged vessels from chartering, combined with thin marina infrastructure across the archipelago, currently deter commercial superyacht activity.
lead-essays.json.08-motor-versus-sail.paragraphs[2]	BOAT International’s 2026 Global Order Book records sailing yachts at roughly 12 percent of units on order against 88 percent motor; Camper & Nicholsons and SuperYacht Times brokerage data places sailing yachts at around 18 percent of the active over-30m fleet.
lead-essays.json.08-motor-versus-sail.paragraphs[6]	Quay Crew 2025/26 records sailing yacht captain pay slightly below motor at equivalent length, although the experienced sailing yacht captain market is thinner.
lead-essays.json.08-motor-versus-sail.paragraphs[10].attribution	Ella Johnson, sailing yacht captain, May 2026
lead-essays.json.08-motor-versus-sail.paragraphs[13]	In force from 1 January 2024, it covers ships above 5,000 GT calling at EEA ports.
lead-essays.json.08-motor-versus-sail.paragraphs[13]	Compliance is phased by emissions year: 40 percent of 2024 emissions (surrendered in 2025), 70 percent of 2025 emissions, and 100 percent of 2026 emissions onward.
lead-essays.json.08-motor-versus-sail.paragraphs[14]	The methane line added from 2026 matters most for liquefied natural gas (LNG)-fuelled vessels where methane slip is significant.
lead-essays.json.08-motor-versus-sail.paragraphs[15]	The IMO 2023 Strategy (MEPC 80, Resolution MEPC.377(80)) sets a 20 percent well-to-wake GHG reduction by 2030 (striving 30), 70 percent by 2040 (striving 80), net zero by or around 2050, against 2008 levels.
lead-essays.json.08-motor-versus-sail.paragraphs[16]	Feadship’s 84m Obsidian, launched 2023, was the first delivery yacht on HVO; uptake among other quality builders has accelerated.
lead-essays.json.08-motor-versus-sail.paragraphs[18]	Capgemini’s 2024 World Wealth Report identifies sustainability as a major concern for next-generation HNWIs.
lead-essays.json.08-motor-versus-sail.paragraphs[22]	The 50 metre FDHF aluminium series (Home, Amare II, Project Orion early 2025) pairs two main diesels, two diesel generators, and two electric motors operable separately or in combination.
lead-essays.json.08-motor-versus-sail.paragraphs[23]	Aquarius II, a 65 metre sailing yacht delivered in 2025, integrates semi-hybrid power generation with battery and load smoothing, supported by hydro-generators that trickle-charge under sail.
lead-essays.json.08-motor-versus-sail.paragraphs[24]	Captain Arctic, a 70 metre expedition yacht due for delivery in 2026 by French outfit Selar at Chantier Naval de l’Ocean Indien in Mauritius and chartered through Pelorus Yachting, carries five 35 metre rigid solar sails with close to 2,000 square metres of photovoltaic panels, electric propulsion that doubles as hydro-generation under sail, and Bureau Veritas certification of a 90 percent CO2 reduction against comparable vessels.
lead-essays.json.08-motor-versus-sail.paragraphs[24]	The yacht does not occupy the same operational envelope as a conventional motor at the same length; it sits at the new edge of the hybrid path, closer in profile to Royal Huisman’s AERA concept than to the Heesen FDHF programme (Gayle Patterson, Pelorus Yachting, in The Superyacht Report, Q2 2026).
lead-essays.json.08-motor-versus-sail.paragraphs[25]	For the buyer thinking about the next ten years, hybrid and electric capability is now a question to ask of any new build, sailing or motor.
lead-essays.json.08-motor-versus-sail.paragraphs[26]	BoatPro’s 2026 order-book engine breakdown shows the magnitude side of the same story.
lead-essays.json.08-motor-versus-sail.paragraphs[26]	A new-build buyer asking the hybrid question in 2026 is asking it earlier than most of the order book, not late.
lead-essays.json.08-motor-versus-sail.paragraphs[27]	Catamarans are the only sub-segment of the sailing market reporting unit growth among UHNW buyers (Fraser Yachts, May 2026).
lead-essays.json.08-motor-versus-sail.paragraphs[27]	Baltic Yachts has a catamaran in build for 2027 delivery; the yard frames the multihull as the first stage of crossover between motor and sail, offering the flat platform a motor-side buyer expects on a yacht that runs primarily under sail.
lead-essays.json.08-motor-versus-sail.paragraphs[29].attribution	Pavlos Filippakis, Master Mariner (Class 1 Unlimited, Ice Class), May 2026
lead-essays.json.08-motor-versus-sail.paragraphs[30]	Knight Frank’s Wealth Report 2026 carries the same observation from outside the industry.
